id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
16875,US,587,PHX,GEG,3,1260,167,0
16876,WN,1045,SAN,SMF,3,1260,95,1
16877,WN,1108,DEN,ABQ,3,1260,75,1
16878,WN,1532,LAS,OAK,3,1260,85,1
16879,WN,1827,ONT,OAK,3,1260,75,0
16880,WN,300,STL,DAL,3,1260,105,1
16881,WN,3249,LAS,ABQ,3,1260,80,1
16882,WN,570,SFO,SAN,3,1260,85,1
16883,WN,59,DAL,HOU,3,1260,60,0
16884,WN,60,HOU,DAL,3,1260,55,1
16885,XE,2710,DCA,EWR,3,1260,70,1
16886,XE,2985,EWR,DTW,3,1260,124,1
16887,XE,2999,CLE,MKE,3,1260,77,0
16888,XE,3070,EWR,CLT,3,1260,119,0
16889,YV,2831,PHX,TUS,3,1260,46,0
16890,YV,2879,PHX,BFL,3,1260,90,0
16891,OO,6269,SFO,FAT,3,1261,59,0
16892,OO,6602,SMF,SFO,3,1262,43,0
16893,UA,460,SFO,LAS,3,1264,94,1
16894,US,1755,PHL,DCA,3,1264,56,0
16895,9E,3803,ATL,CLE,3,1265,108,1
16896,AA,1377,ORD,SEA,3,1265,260,1
16897,AA,192,LAX,BOS,3,1265,315,1
16898,AA,1951,DFW,SMF,3,1265,225,1
16899,AA,2355,ORD,DFW,3,1265,150,1
16900,AS,473,LAX,PDX,3,1265,144,1
16901,B6,399,LGA,MCO,3,1265,165,0
16902,CO,1533,IAH,AUS,3,1265,54,0
16903,CO,1704,IAH,OKC,3,1265,81,0
16904,EV,7103,ORD,CAE,3,1265,109,1
16905,F9,511,DEN,SEA,3,1265,174,1
16906,FL,869,ATL,MSP,3,1265,157,0
16907,FL,906,ATL,PHF,3,1265,89,0
16908,MQ,3720,ORD,ATL,3,1265,120,1
16909,MQ,4604,LGA,RDU,3,1265,100,0
16910,OO,6370,SFO,RDM,3,1265,91,0
16911,OO,6461,LAX,YUM,3,1265,67,0
16912,UA,200,ORD,BOS,3,1265,138,0
16913,UA,222,ORD,BDL,3,1265,129,1
16914,US,1826,PHL,MHT,3,1265,78,1
16915,US,285,PHX,SJC,3,1265,118,0
16916,US,371,PHX,SMF,3,1265,122,1
16917,US,480,PHX,BUR,3,1265,87,0
16918,WN,1502,LAS,PDX,3,1265,140,1
16919,WN,2718,SMF,ONT,3,1265,75,0
16920,WN,3669,BUR,SMF,3,1265,75,1
16921,WN,3753,SFO,LAS,3,1265,80,0
16922,WN,857,LAS,SMF,3,1265,90,1
16923,XE,2353,IAH,ATL,3,1265,108,0
16924,XE,2803,IAH,SHV,3,1265,53,0
16925,XE,3080,EWR,BTV,3,1265,77,1
16926,YV,2716,PHX,FAT,3,1265,102,0
16927,OO,6827,ORD,MEM,3,1266,100,1
16928,UA,655,ORD,MSY,3,1266,145,0
16929,YV,2697,PHX,LGB,3,1266,82,0
16930,AS,153,OME,ANC,3,1267,88,1
16931,CO,667,SEA,ANC,3,1267,217,1
16932,F9,173,DEN,TUS,3,1267,112,1
16933,OO,6694,MRY,SFO,3,1267,37,0
16934,UA,192,ORD,BWI,3,1268,111,0
16935,YV,2725,PHX,PSP,3,1268,67,0
16936,YV,7248,ORD,CLT,3,1268,99,0
16937,XE,5954,ORD,BUF,3,1269,98,0
16938,AA,1065,DFW,SJC,3,1270,225,1
16939,AA,1067,DFW,SAT,3,1270,65,1
16940,AA,1710,DFW,IAD,3,1270,155,0
16941,AA,829,DFW,COS,3,1270,115,1
16942,B6,97,JFK,DEN,3,1270,272,1
16943,CO,1423,IAH,MSY,3,1270,65,0
16944,CO,1475,IAH,DFW,3,1270,64,1
16945,CO,1597,IAH,ONT,3,1270,212,1
16946,CO,209,IAH,PDX,3,1270,274,1
16947,CO,442,IAH,TUL,3,1270,83,0
16948,F9,266,DEN,SNA,3,1270,140,0
16949,F9,589,DEN,SLC,3,1270,85,1
16950,F9,725,DEN,SAN,3,1270,139,1
16951,F9,797,DEN,PDX,3,1270,162,1
16952,FL,190,ATL,DCA,3,1270,101,0
16953,MQ,3229,DFW,LBB,3,1270,70,0
16954,MQ,4068,ORD,MSN,3,1270,50,0
16955,US,148,PHX,LAS,3,1270,70,1
16956,US,192,PHX,SAN,3,1270,73,0
16957,US,35,PHX,LAX,3,1270,87,0
16958,US,415,PHX,SFO,3,1270,129,0
16959,US,454,PHX,SLC,3,1270,99,0
16960,US,627,PHX,OAK,3,1270,123,0
16961,US,656,PHX,SNA,3,1270,80,0
16962,US,678,PHX,BOI,3,1270,130,0
16963,US,77,PHX,SEA,3,1270,187,0
16964,WN,167,LAX,SMF,3,1270,80,1
16965,WN,3484,SMF,SAN,3,1270,80,1
16966,WN,3575,LAS,ONT,3,1270,55,1
16967,WN,593,BWI,IND,3,1270,110,1
16968,WN,787,SJC,PHX,3,1270,105,0
16969,XE,2411,ATL,IAH,3,1270,139,0
16970,XE,2558,EWR,OMA,3,1270,202,0
16971,YV,1043,ITO,HNL,3,1270,47,0
16972,B6,216,LGB,JFK,3,1271,303,0
16973,F9,861,DEN,PHX,3,1271,108,0
16974,B6,636,SFO,BOS,3,1273,320,0
16975,9E,3941,JFK,ROC,3,1275,125,0
16976,AA,1692,SJU,JFK,3,1275,235,1
16977,AA,656,DFW,BWI,3,1275,160,1
16978,CO,1479,IAH,SAT,3,1275,59,1
16979,CO,1686,SNA,EWR,3,1275,290,1
16980,CO,597,IAH,LAS,3,1275,203,0
16981,F9,419,DEN,LAX,3,1275,149,0
16982,F9,667,DEN,SFO,3,1275,156,1
16983,HA,595,OGG,HNL,3,1275,33,0
16984,MQ,3603,MIA,CHS,3,1275,100,0
16985,MQ,3637,MIA,SDF,3,1275,155,0
16986,MQ,3829,ATL,ORD,3,1275,120,0
16987,MQ,4195,ORD,MEM,3,1275,110,1
16988,MQ,4232,ORD,BUF,3,1275,95,1
16989,OH,6558,LGA,CHS,3,1275,146,1
16990,OO,4694,LAS,SLC,3,1275,88,1
16991,OO,6233,PDX,EUG,3,1275,36,1
16992,OO,6445,LAX,TUS,3,1275,80,0
16993,OO,6551,ORD,CMX,3,1275,81,0
16994,US,1232,DCA,BDL,3,1275,70,0
16995,US,1724,DCA,PVD,3,1275,71,0
16996,US,528,PHX,RNO,3,1275,112,0
16997,WN,1795,SNA,SJC,3,1275,75,1
16998,WN,3323,SEA,OAK,3,1275,120,0
16999,XE,2192,IAH,MAF,3,1275,85,0
17000,XE,2976,IAH,MCI,3,1275,113,1
17001,UA,593,DEN,SNA,3,1276,144,0
17002,OO,6588,SMF,ACV,3,1277,59,1
17003,AA,1195,DFW,AUS,3,1280,55,1
17004,AA,1235,DFW,SNA,3,1280,190,0
17005,AA,1270,LAX,MIA,3,1280,280,0
17006,AA,2211,DFW,PDX,3,1280,245,1
17007,FL,466,ATL,BWI,3,1280,102,0
17008,MQ,4027,ORD,XNA,3,1280,105,1
17009,OO,6342,SAN,LAX,3,1280,48,0
17010,OO,6524,PDX,RDM,3,1280,38,0
17011,OO,6633,DEN,TUS,3,1280,114,1
17012,OO,7021,LAX,PDX,3,1280,141,0
17013,OO,7778,SGU,SLC,3,1280,73,1
17014,US,1718,DCA,SYR,3,1280,67,0
17015,US,94,PHX,PDX,3,1280,166,1
17016,WN,164,LAS,PHX,3,1280,60,1
17017,WN,2991,SFO,LAX,3,1280,75,1
17018,WN,335,SNA,SMF,3,1280,85,0
17019,WN,3936,LAS,RNO,3,1280,75,1
17020,WN,55,HOU,HRL,3,1280,60,1
17021,WN,751,SJC,SAN,3,1280,75,0
17022,XE,2320,IAH,ELP,3,1280,118,0
17023,XE,2357,IAH,LRD,3,1280,68,0
17024,XE,2515,IAH,HRL,3,1280,64,1
17025,XE,2677,IAH,ABQ,3,1280,130,0
17026,XE,2692,IAH,LFT,3,1280,53,0
17027,XE,5916,ORD,CAK,3,1280,70,0
17028,XE,5956,ORD,GRB,3,1280,52,1
17029,YV,2614,CLT,EWR,3,1280,100,1
17030,OO,6387,SFO,PSP,3,1283,77,0
17031,UA,346,ORD,PIT,3,1284,88,1
17032,YV,7284,ORD,ROC,3,1284,92,1
17033,AA,1575,DFW,SFO,3,1285,235,0
17034,AA,1736,SJU,MIA,3,1285,160,1
17035,B6,260,LGB,FLL,3,1285,276,0
17036,B6,90,OAK,JFK,3,1285,317,0
17037,CO,685,PDX,EWR,3,1285,289,1
17038,F9,789,DEN,LAS,3,1285,113,0
17039,FL,418,BWI,PWM,3,1285,84,0
17040,FL,817,BWI,BOS,3,1285,80,0
17041,MQ,3565,DFW,MKE,3,1285,125,0
17042,MQ,3752,ORD,CLE,3,1285,75,0
17043,MQ,3960,ORD,ROC,3,1285,100,1
17044,OO,6353,DEN,RKS,3,1285,75,1
17045,OO,6686,DEN,BIS,3,1285,94,0
17046,WN,1029,LAS,LAX,3,1285,65,1
17047,WN,3331,LAS,SFO,3,1285,95,1
17048,WN,3673,SJC,LAS,3,1285,75,1
17049,WN,412,LAX,OAK,3,1285,75,0
17050,WN,830,SNA,OAK,3,1285,80,0
17051,XE,2024,IAH,BTR,3,1285,59,0
17052,XE,2131,IAH,CRP,3,1285,59,0
17053,XE,2133,IAH,COS,3,1285,138,0
17054,XE,2493,IAH,ICT,3,1285,96,0
17055,XE,2654,IAH,BRO,3,1285,69,1
17056,OO,6538,DEN,IDA,3,1286,98,0
17057,OO,6516,SFO,LMT,3,1287,87,0
17058,OO,6679,SFO,CIC,3,1287,51,0
17059,UA,332,ORD,CMH,3,1287,78,1
17060,UA,514,ORD,IAD,3,1288,107,1
17061,OO,7054,DEN,SLC,3,1289,91,0
17062,9E,3723,ATL,DSM,3,1290,144,1
17063,9E,4059,DTW,LAN,3,1290,41,1
17064,9E,4220,DTW,ELM,3,1290,85,1
17065,AA,10,LAX,JFK,3,1290,305,1
17066,AA,2537,ORD,LAS,3,1290,235,0
17067,AA,619,ORD,LAX,3,1290,265,1
17068,AA,880,DFW,OMA,3,1290,105,0
17069,AS,106,ANC,SEA,3,1290,202,0
17070,AS,127,SEA,FAI,3,1290,225,0
17071,B6,358,BUR,JFK,3,1290,301,1
17072,B6,510,FLL,EWR,3,1290,163,0
17073,CO,327,SAN,EWR,3,1290,295,1
17074,DL,1185,SLC,SEA,3,1290,135,1
17075,DL,1787,MSP,SAN,3,1290,238,1
17076,DL,1835,ATL,SLC,3,1290,257,1
17077,DL,1895,ATL,IAH,3,1290,133,1
17078,DL,1912,ATL,RIC,3,1290,101,0
17079,DL,1924,ATL,BWI,3,1290,113,0
17080,DL,2162,DTW,PHL,3,1290,99,1
17081,DL,2505,MSP,SFO,3,1290,247,1
17082,DL,2569,ATL,MCO,3,1290,88,1
17083,DL,2916,MSP,BZN,3,1290,154,1
17084,DL,2962,LAX,JFK,3,1290,316,0
17085,DL,302,ATL,PHF,3,1290,96,0
17086,DL,412,ATL,BOS,3,1290,148,1
17087,EV,5121,ATL,OMA,3,1290,140,0
17088,EV,5363,ATL,ECP,3,1290,64,1
17089,FL,639,BWI,DAY,3,1290,89,1
17090,MQ,3035,LAX,SBA,3,1290,40,0
17091,MQ,3639,MIA,CLT,3,1290,125,0
17092,MQ,3669,MIA,PIT,3,1290,165,0
17093,MQ,3699,MIA,CVG,3,1290,160,0
17094,MQ,4175,ORD,DSM,3,1290,80,1
17095,OH,6520,LGA,BHM,3,1290,165,1
17096,OH,6585,DTW,IAD,3,1290,101,1
17097,OO,4484,LAX,SAN,3,1290,46,0
17098,OO,4665,SLC,IDA,3,1290,54,0
17099,OO,4708,LAX,SLC,3,1290,104,0
17100,OO,4763,SLC,PSP,3,1290,98,1
17101,OO,4877,SLC,BZN,3,1290,73,0
17102,OO,4883,SLC,BIL,3,1290,81,1
17103,OO,6453,LAX,PHX,3,1290,72,0
17104,OO,6737,DEN,FAT,3,1290,148,1
17105,OO,6741,DEN,PSP,3,1290,134,0
17106,OO,6825,SFO,RDD,3,1290,69,1
17107,OO,7775,SLC,SGU,3,1290,79,1
17108,OO,7796,SLC,SUN,3,1290,71,0
17109,UA,815,DEN,LAX,3,1290,159,1
17110,WN,632,MDW,DEN,3,1290,165,1
17111,XE,2261,IAH,AEX,3,1290,50,0
17112,XE,2338,EWR,RIC,3,1290,79,1
17113,XE,2455,EWR,PVD,3,1290,58,0
17114,DL,1252,ATL,CVG,3,1291,88,0
17115,DL,1840,LIH,LAX,3,1291,325,0
17116,OO,6725,DEN,PSC,3,1292,146,0
17117,UA,467,DEN,SJC,3,1292,164,0
17118,DL,1014,ATL,BDL,3,1293,146,0
17119,OO,4641,SLC,FAT,3,1293,93,0
17120,OO,6561,DEN,GTF,3,1293,118,0
17121,DL,2667,ATL,SAN,3,1294,289,1
17122,OO,6922,DEN,MTJ,3,1294,56,0
17123,UA,271,DEN,ONT,3,1294,145,0
17124,9E,3739,MSP,RST,3,1295,45,0
17125,9E,3827,DTW,AZO,3,1295,51,0
17126,9E,3976,DTW,TVC,3,1295,69,1
17127,9E,4137,DTW,MBS,3,1295,45,1
17128,9E,4154,DTW,BGR,3,1295,126,0
17129,AA,1017,DFW,SEA,3,1295,260,0
17130,AA,1176,MIA,BWI,3,1295,144,1
17131,AA,1900,DFW,DCA,3,1295,155,0
17132,AA,2160,MIA,ATL,3,1295,120,1
17133,CO,12,HNL,LAX,3,1295,335,1
17134,DL,1438,ATL,DCA,3,1295,100,1
17135,DL,1628,ATL,MDW,3,1295,117,1
17136,DL,1794,ATL,PHL,3,1295,124,1
17137,DL,1953,MSP,SEA,3,1295,223,0
17138,DL,2342,ATL,EWR,3,1295,133,0
17139,DL,2961,ATL,DAB,3,1295,77,1
17140,EV,5465,DTW,CAK,3,1295,64,0
17141,EV,5511,ATL,GPT,3,1295,83,0
17142,EV,5545,ATL,GNV,3,1295,75,0
17143,FL,587,BWI,GRR,3,1295,105,0
17144,MQ,3263,DFW,GRK,3,1295,50,1
17145,MQ,3715,ORD,PHL,3,1295,110,1
17146,OO,4863,MSP,BOI,3,1295,189,1
17147,OO,6924,DEN,HDN,3,1295,51,0
17148,WN,589,LAS,SLC,3,1295,75,1
17149,YV,2791,LAS,FAT,3,1295,63,0
17150,DL,2313,ATL,HOU,3,1296,141,0
17151,EV,5012,ATL,ICT,3,1296,139,1
17152,EV,5114,ATL,ROA,3,1296,82,0
17153,OO,4748,SLC,BTM,3,1296,79,0
17154,OO,4752,SLC,EUG,3,1296,108,0
17155,OO,6938,DEN,GJT,3,1296,52,0
17156,UA,423,DEN,SFO,3,1296,166,0
17157,OO,4660,SLC,MSO,3,1297,90,0
17158,OO,4726,SLC,MFR,3,1297,102,0
17159,OO,6650,SFO,MOD,3,1297,36,1
17160,DL,2527,ATL,FLL,3,1298,114,1
17161,OO,4689,SLC,ABQ,3,1298,100,1
17162,OO,6680,DEN,ASE,3,1298,47,0
17163,UA,841,LAX,SFO,3,1298,84,0
17164,OO,4442,SLC,FCA,3,1299,102,0
17165,OO,6868,DEN,BOI,3,1299,122,0
17166,UA,419,DEN,PDX,3,1299,177,0
17167,UA,509,DEN,SEA,3,1299,183,0
17168,UA,68,LIH,LAX,3,1299,327,0
17169,UA,84,HNL,LAX,3,1299,332,0
17170,UA,9,DEN,SAN,3,1299,147,1
17171,9E,3709,DTW,GRB,3,1300,90,0
17172,9E,3715,DTW,ORF,3,1300,111,1
17173,9E,4033,LGA,TYS,3,1300,129,0
17174,AA,1069,DFW,DEN,3,1300,120,0
17175,AA,1187,DFW,STL,3,1300,90,1
17176,CO,752,IAH,SLC,3,1300,196,0
17177,DL,1154,ATL,JFK,3,1300,135,0
17178,DL,1277,ATL,CHS,3,1300,71,1
17179,DL,1327,DTW,BDL,3,1300,101,0
17180,DL,1448,DTW,LGA,3,1300,106,1
17181,DL,1558,HNL,LAX,3,1300,322,0
17182,DL,1822,DTW,BOS,3,1300,119,1
17183,DL,1915,ATL,PHX,3,1300,259,0
17184,DL,2017,ATL,DEN,3,1300,218,0
17185,DL,2371,MSP,SMF,3,1300,240,1
17186,DL,2820,DTW,MHT,3,1300,111,1
17187,DL,2986,ATL,LGA,3,1300,133,1
17188,DL,385,ATL,SAV,3,1300,67,0
17189,EV,5355,DTW,ROA,3,1300,90,1
17190,FL,949,BWI,ROC,3,1300,70,1
17191,HA,516,HNL,OGG,3,1300,37,0
17192,OH,6638,DTW,CRW,3,1300,80,0
17193,OO,4547,SLC,SFO,3,1300,134,1
17194,OO,6357,DEN,EGE,3,1300,46,1
17195,WN,1842,LAX,SFO,3,1300,75,1
17196,WN,2545,DEN,OAK,3,1300,165,1
17197,WN,2982,PHX,LAS,3,1300,65,1
17198,WN,549,DEN,PHX,3,1300,120,1
17199,WN,864,DEN,SAN,3,1300,145,1
17200,XE,2191,EWR,MHT,3,1300,69,1
17201,YV,2817,LAS,PHX,3,1300,64,0
17202,EV,7351,ATL,OKC,3,1301,139,0
17203,OO,6481,DEN,ICT,3,1301,77,0
17204,OO,6637,DEN,BZN,3,1302,109,0
17205,UA,258,DEN,ORD,3,1302,136,1
17206,UA,663,DEN,LAS,3,1302,122,0
17207,OO,4770,SLC,CPR,3,1303,70,0
17208,OO,6739,DEN,ELP,3,1303,102,0
17209,DL,1298,KOA,LAX,3,1304,316,0
17210,OO,4566,SLC,RDM,3,1304,93,1
17211,OO,6715,DEN,MSO,3,1304,135,0
17212,OO,7762,SLC,EKO,3,1304,72,0
17213,OO,7798,SLC,COD,3,1304,89,0
17214,9E,3691,ATL,ROC,3,1305,125,0
17215,9E,3735,DTW,ABE,3,1305,93,1
17216,9E,3881,ATL,TLH,3,1305,69,0
17217,9E,4294,DTW,AVP,3,1305,90,1
17218,AA,2493,DFW,LAX,3,1305,205,1
17219,AA,403,DFW,TUS,3,1305,140,1
17220,AA,410,MIA,BNA,3,1305,135,1
17221,AA,785,DFW,MSY,3,1305,75,0
17222,B6,383,LGA,FLL,3,1305,170,1
17223,DL,1089,SLC,SMF,3,1305,104,1
17224,DL,1290,ATL,DTW,3,1305,123,1
17225,DL,1451,MSP,LAS,3,1305,213,1
17226,DL,1582,SLC,PDX,3,1305,124,1
17227,DL,1636,DTW,BWI,3,1305,91,0
17228,DL,1649,ATL,SFO,3,1305,328,0
17229,DL,2451,ATL,SDF,3,1305,87,1
17230,DL,2991,SLC,SNA,3,1305,117,1
17231,DL,300,ATL,MSP,3,1305,171,0
17232,EV,5318,ATL,LEX,3,1305,80,1
17233,EV,5345,ATL,SHV,3,1305,113,1
17234,EV,5495,ATL,BMI,3,1305,105,1
17235,MQ,3727,ORD,LIT,3,1305,110,1
17236,MQ,4165,ORD,CMH,3,1305,70,1
17237,OH,6344,MSP,OKC,3,1305,132,0
17238,OH,6442,DTW,RIC,3,1305,101,0
17239,OH,6492,JFK,SYR,3,1305,92,0
17240,OO,4715,MSP,GFK,3,1305,75,0
17241,OO,6468,DEN,CPR,3,1305,62,1
17242,OO,6810,PDX,SEA,3,1305,49,0
17243,OO,6910,DEN,ABQ,3,1305,72,0
17244,UA,465,DEN,BIL,3,1305,93,0
17245,UA,485,DEN,SMF,3,1305,157,0
17246,WN,2550,DEN,LAS,3,1305,120,0
17247,WN,829,DEN,SFO,3,1305,175,1
17248,HA,323,HNL,LIH,3,1306,36,0
17249,OO,4872,SLC,BOI,3,1306,69,1
17250,OO,6819,DEN,HLN,3,1306,114,0
17251,B6,82,SEA,JFK,3,1307,301,0
17252,DL,1129,ATL,ORF,3,1307,98,1
17253,DL,1774,ATL,MKE,3,1307,131,1
17254,OO,6746,DEN,RAP,3,1307,70,0
17255,EV,5154,ATL,TRI,3,1308,64,1
17256,OO,6712,DEN,DRO,3,1308,62,0
17257,OO,6281,DEN,RNO,3,1309,139,0
17258,9E,3774,DTW,SWF,3,1310,100,1
17259,9E,3967,JFK,ALB,3,1310,95,0
17260,9E,4252,DTW,SCE,3,1310,84,0
17261,9E,4296,DTW,BGM,3,1310,85,1
17262,AA,1251,DFW,MCI,3,1310,85,0
17263,CO,1829,SFO,EWR,3,1310,311,0
17264,DL,1107,SLC,RNO,3,1310,95,1
17265,DL,1632,SLC,SAN,3,1310,119,1
17266,DL,1752,ATL,IAD,3,1310,109,0
17267,DL,2098,ATL,CMH,3,1310,98,0
17268,DL,2193,DTW,BNA,3,1310,99,0
17269,DL,2197,DTW,MSP,3,1310,123,1
17270,DL,2221,MSP,LAX,3,1310,236,0
17271,DL,2329,ATL,SEA,3,1310,336,1
17272,DL,2999,MSP,PHX,3,1310,208,0
17273,EV,4968,ATL,FAY,3,1310,76,1
17274,EV,5222,ATL,BTR,3,1310,98,1
17275,EV,5356,ATL,CHA,3,1310,51,1
17276,EV,5394,ATL,MLI,3,1310,119,1
17277,EV,5408,DTW,SYR,3,1310,79,1
17278,OO,4452,SLC,LWS,3,1310,91,0
17279,OO,4479,SLC,LAS,3,1310,81,0
17280,OO,4628,SLC,PSC,3,1310,101,0
17281,OO,4867,MSP,BIS,3,1310,80,0
17282,OO,6659,DEN,COS,3,1310,35,0
17283,OO,6769,ORD,MKG,3,1310,51,1
17284,OO,7787,SLC,PIH,3,1310,55,1
17285,OO,7804,SLC,TWF,3,1310,64,1
17286,UA,46,OGG,LAX,3,1310,313,0
17287,UA,525,DEN,PHX,3,1310,121,0
17288,XE,2977,EWR,DCA,3,1310,70,1
17289,YV,7242,ORD,SBN,3,1310,42,1
17290,DL,1711,ATL,DFW,3,1311,152,1
17291,UA,533,IAD,DEN,3,1311,248,1
17292,DL,1096,ATL,STL,3,1312,111,1
17293,DL,1155,ATL,JAX,3,1312,71,0
17294,DL,1907,ATL,MSY,3,1312,101,1
17295,EV,5430,ATL,AVL,3,1312,60,0
17296,DL,2059,ATL,SAT,3,1313,167,0
17297,OO,6451,LAX,SMX,3,1313,55,0
17298,OO,6439,ORD,CWA,3,1314,58,1
17299,OO,6657,ORD,SPI,3,1314,53,1
17300,9E,3712,DTW,PVD,3,1315,112,1
17301,9E,4084,DTW,ITH,3,1315,87,0
17302,9E,4207,MSP,ICT,3,1315,110,0
17303,9E,4347,MSP,LNK,3,1315,81,0
17304,9E,4350,ATL,GSP,3,1315,56,1
17305,AA,324,DFW,BNA,3,1315,95,0
17306,DL,1206,ATL,DAY,3,1315,100,0
17307,DL,1225,DTW,MSN,3,1315,87,1
17308,DL,1487,MSP,SLC,3,1315,172,1
17309,DL,1789,ATL,MCI,3,1315,147,0
17310,DL,1801,ATL,AUS,3,1315,163,0
17311,DL,2273,ATL,MIA,3,1315,117,0
17312,DL,2455,ATL,LAX,3,1315,307,1
17313,OH,6317,DTW,CLE,3,1315,56,0
17314,OO,6998,ORD,PAH,3,1315,80,1
17315,UA,463,ORD,MSP,3,1315,93,0
17316,UA,54,KOA,SFO,3,1315,311,0
17317,UA,925,IAD,LAX,3,1315,351,0
17318,UA,260,IAD,MCO,3,1316,139,0
17319,DL,2041,SLC,LAX,3,1317,121,1
17320,DL,1266,ATL,MEM,3,1318,95,0
17321,EV,5110,ATL,EVV,3,1318,86,0
17322,OO,6841,ORD,DLH,3,1318,87,0
17323,XE,2691,EWR,BWI,3,1318,62,0
17324,DL,1038,ATL,IND,3,1319,98,1
17325,DL,1599,ATL,PIT,3,1319,107,0
17326,DL,2312,SLC,ANC,3,1319,308,1
17327,DL,322,LAS,JFK,3,1319,291,0
17328,DL,669,ATL,RSW,3,1319,101,1
17329,EV,5093,ATL,DHN,3,1319,60,0
17330,OH,6484,ATL,GSO,3,1319,90,0
17331,9E,4218,MSP,FSD,3,1320,62,1
17332,AA,286,LIH,LAX,3,1320,330,0
17333,AA,375,DFW,ELP,3,1320,100,0
17334,AA,657,DFW,ABQ,3,1320,110,0
17335,AS,731,SEA,ANC,3,1320,215,0
17336,CO,1803,LAX,EWR,3,1320,300,1
17337,DL,1603,ATL,LAS,3,1320,286,1
17338,DL,2522,MSP,DEN,3,1320,124,1
17339,EV,5370,DCA,BDL,3,1320,78,0
17340,EV,7073,IAD,CAE,3,1320,81,0
17341,MQ,3535,DFW,LIT,3,1320,65,0
17342,MQ,4090,ORD,OKC,3,1320,130,1
17343,OO,4455,MSP,FAR,3,1320,65,1
17344,UA,933,IAD,RDU,3,1320,71,0
17345,US,1466,SFO,PHL,3,1320,303,0
17346,YV,7261,IAD,CLT,3,1320,77,1
17347,EV,7092,IAD,MHT,3,1323,91,0
17348,EV,7115,IAD,JFK,3,1323,74,1
17349,EV,7094,IAD,PWM,3,1324,92,1
17350,UA,727,IAD,TPA,3,1324,145,0
17351,9E,3788,MSP,DLH,3,1325,55,1
17352,AA,1955,DFW,PHX,3,1325,150,0
17353,AS,871,HNL,ANC,3,1325,356,0
17354,DL,2772,MSP,RAP,3,1325,99,0
17355,EV,7080,IAD,DTW,3,1325,95,0
17356,EV,7089,IAD,ROA,3,1325,57,0
17357,FL,144,ATL,DTW,3,1325,114,0
17358,FL,251,ATL,FNT,3,1325,122,1
17359,FL,338,ATL,PHL,3,1325,114,0
17360,FL,564,ATL,BMI,3,1325,109,0
17361,FL,596,ATL,ROC,3,1325,128,0
17362,OO,4684,MSP,LSE,3,1325,45,0
17363,UA,363,IAD,ORD,3,1325,133,1
17364,UA,428,IAD,BDL,3,1325,88,0
17365,US,1632,CLT,LGA,3,1326,97,1
17366,US,1698,CLT,PVD,3,1326,108,0
17367,EV,7139,IAD,DAY,3,1327,88,0
17368,YV,7260,IAD,ATL,3,1327,109,0
17369,UA,76,HNL,SFO,3,1329,299,0
17370,US,1238,CLT,SYR,3,1329,101,0
17371,US,1458,CLT,JFK,3,1329,114,1
17372,US,1580,CLT,PIT,3,1329,75,0
17373,US,1704,CLT,BDL,3,1329,108,1
17374,US,959,CLT,FLL,3,1329,115,0
17375,YV,2830,CLT,CLE,3,1329,95,0
17376,AA,1012,MIA,DCA,3,1330,140,0
17377,AA,533,DFW,SAN,3,1330,190,0
17378,AA,866,MIA,PHL,3,1330,159,0
17379,AS,143,PDX,ANC,3,1330,242,0
17380,DL,1229,ATL,PBI,3,1330,106,0
17381,EV,7124,IAD,ROC,3,1330,73,0
17382,EV,7128,IAD,BTV,3,1330,91,0
17383,FL,237,ATL,RIC,3,1330,92,1
17384,FL,61,ATL,LAX,3,1330,320,1
17385,FL,79,ATL,FLL,3,1330,114,1
17386,FL,91,ATL,RDU,3,1330,77,0
17387,MQ,4308,ORD,BNA,3,1330,85,1
17388,UA,818,IAD,BOS,3,1330,94,0
17389,US,1446,LAX,PHL,3,1330,292,0
17390,UA,225,IAD,SFO,3,1331,362,1
17391,UA,238,SAN,IAD,3,1331,281,1
17392,US,1402,CLT,IAH,3,1331,163,1
17393,US,1769,CLT,RSW,3,1331,108,1
17394,US,1780,CLT,DCA,3,1331,71,1
17395,US,373,CLT,DFW,3,1331,163,1
17396,FL,182,ATL,DCA,3,1333,102,0
17397,EV,7077,IAD,GSO,3,1334,59,0
17398,US,1586,CLT,PHL,3,1334,94,1
17399,AA,1260,MIA,LGA,3,1335,160,1
17400,AA,1831,MIA,TPA,3,1335,60,0
17401,AA,298,HNL,LAX,3,1335,305,1
17402,AS,70,JNU,SIT,3,1335,42,1
17403,DL,1104,HNL,SLC,3,1335,372,1
17404,FL,109,ATL,DFW,3,1335,142,0
17405,FL,131,ATL,TPA,3,1335,87,1
17406,FL,171,ATL,RSW,3,1335,98,1
17407,FL,28,ATL,MDW,3,1335,118,1
17408,FL,309,ATL,DEN,3,1335,215,0
17409,FL,400,ATL,IND,3,1335,102,1
17410,FL,420,ATL,PNS,3,1335,75,1
17411,FL,440,ATL,MKE,3,1335,127,0
17412,FL,478,ATL,BWI,3,1335,104,1
17413,FL,707,ATL,DAY,3,1335,95,0
17414,FL,793,ATL,STL,3,1335,108,1
17415,FL,847,ATL,MCO,3,1335,88,1
17416,FL,938,ATL,JAX,3,1335,69,0
17417,FL,988,ATL,PIT,3,1335,106,0
